timestamp,symbol,price
2025-10-30T23:30:31.040555,AAPL,150.07
2025-10-30T23:30:31.050975,AAPL,149.58
2025-10-30T23:30:31.061498,AAPL,152.43
2025-10-30T23:30:31.071961,AAPL,150.89
2025-10-30T23:30:31.082400,AAPL,150.85
2025-10-30T23:30:31.093463,AAPL,150.24
2025-10-30T23:30:31.103985,AAPL,153.04
2025-10-30T23:30:31.114516,AAPL,154.68
2025-10-30T23:30:31.125052,AAPL,154.75
2025-10-30T23:30:31.135471,AAPL,154.7
2025-10-30T23:30:31.145809,AAPL,155.49
2025-10-30T23:30:31.156345,AAPL,153.06
2025-10-30T23:30:31.166879,AAPL,152.04
2025-10-30T23:30:31.177435,AAPL,155.55
2025-10-30T23:30:31.188080,AAPL,159.57
2025-10-30T23:30:31.199186,AAPL,156.65
2025-10-30T23:30:31.209726,AAPL,150.3
2025-10-30T23:30:31.221872,AAPL,157.22
2025-10-30T23:30:31.232388,AAPL,162.68
2025-10-30T23:30:31.242963,AAPL,167.54
2025-10-30T23:30:31.253966,AAPL,166.67
2025-10-30T23:30:31.264540,AAPL,175.75
2025-10-30T23:30:31.275057,AAPL,174.58
2025-10-30T23:30:31.285721,AAPL,173.09
2025-10-30T23:30:31.296633,AAPL,171.09
2025-10-30T23:30:31.307198,AAPL,173.99
2025-10-30T23:30:31.317747,AAPL,169.83
2025-10-30T23:30:31.328207,AAPL,166.86
2025-10-30T23:30:31.339272,AAPL,165.35
2025-10-30T23:30:31.349810,AAPL,160.91
2025-10-30T23:30:31.360861,AAPL,158.58
2025-10-30T23:30:31.371719,AAPL,157.78
2025-10-30T23:30:31.382753,AAPL,156.11
2025-10-30T23:30:31.393004,AAPL,154.67
2025-10-30T23:30:31.403570,AAPL,157.24
2025-10-30T23:30:31.414093,AAPL,157.68
2025-10-30T23:30:31.424619,AAPL,153.99
2025-10-30T23:30:31.435499,AAPL,157.54
2025-10-30T23:30:31.446453,AAPL,159.45
2025-10-30T23:30:31.457234,AAPL,155.64
2025-10-30T23:30:31.467922,AAPL,158.66
2025-10-30T23:30:31.478871,AAPL,159.88
2025-10-30T23:30:31.489394,AAPL,162.37
2025-10-30T23:30:31.499817,AAPL,158.48
2025-10-30T23:30:31.510703,AAPL,153.9
2025-10-30T23:30:31.521292,AAPL,147.94
2025-10-30T23:30:31.532014,AAPL,149.6
2025-10-30T23:30:31.542287,AAPL,145.57
2025-10-30T23:30:31.552865,AAPL,147.33
2025-10-30T23:30:31.563699,AAPL,148.33
2025-10-30T23:30:31.573916,AAPL,147.05
2025-10-30T23:30:31.584481,AAPL,144.03
2025-10-30T23:30:31.595058,AAPL,149.65
2025-10-30T23:30:31.605288,AAPL,148.8
2025-10-30T23:30:31.615863,AAPL,155.53
2025-10-30T23:30:31.626443,AAPL,150.27
2025-10-30T23:30:31.636913,AAPL,153.57
2025-10-30T23:30:31.647189,AAPL,152.63
2025-10-30T23:30:31.657826,AAPL,149.35
2025-10-30T23:30:31.668138,AAPL,150.54
2025-10-30T23:30:31.678561,AAPL,148.01
2025-10-30T23:30:31.688972,AAPL,149.69
2025-10-30T23:30:31.699595,AAPL,148.68
2025-10-30T23:30:31.710273,AAPL,148.84
2025-10-30T23:30:31.720787,AAPL,149.74
2025-10-30T23:30:31.731315,AAPL,146.9
2025-10-30T23:30:31.742009,AAPL,143.64
2025-10-30T23:30:31.752859,AAPL,141.0
2025-10-30T23:30:31.763376,AAPL,140.18
2025-10-30T23:30:31.773585,AAPL,140.4
2025-10-30T23:30:31.784141,AAPL,139.63
2025-10-30T23:30:31.794323,AAPL,138.47
2025-10-30T23:30:31.804861,AAPL,140.45
2025-10-30T23:30:31.815731,AAPL,138.83
2025-10-30T23:30:31.826261,AAPL,136.08
2025-10-30T23:30:31.836711,AAPL,132.68
2025-10-30T23:30:31.847605,AAPL,132.99
2025-10-30T23:30:31.858174,AAPL,130.94
2025-10-30T23:30:31.868707,AAPL,130.12
2025-10-30T23:30:31.879071,AAPL,132.33
2025-10-30T23:30:31.889623,AAPL,130.56
2025-10-30T23:30:31.900230,AAPL,134.88
2025-10-30T23:30:31.910833,AAPL,135.37
2025-10-30T23:30:31.921865,AAPL,137.56
2025-10-30T23:30:31.932406,AAPL,135.73
2025-10-30T23:30:31.942773,AAPL,135.59
2025-10-30T23:30:31.953556,AAPL,132.87
2025-10-30T23:30:31.964083,AAPL,132.86
2025-10-30T23:30:31.975181,AAPL,132.08
2025-10-30T23:30:31.985705,AAPL,131.67
2025-10-30T23:30:31.996001,AAPL,132.57
2025-10-30T23:30:32.006581,AAPL,135.48
2025-10-30T23:30:32.017525,AAPL,134.79
2025-10-30T23:30:32.028085,AAPL,131.94
2025-10-30T23:30:32.038662,AAPL,134.72
2025-10-30T23:30:32.049476,AAPL,132.17
2025-10-30T23:30:32.060010,AAPL,129.33
2025-10-30T23:30:32.070531,AAPL,129.02
2025-10-30T23:30:32.082082,AAPL,130.54
2025-10-30T23:30:32.092583,AAPL,132.35
2025-10-30T23:30:32.103131,AAPL,132.74
2025-10-30T23:30:32.113987,AAPL,130.73
2025-10-30T23:30:32.124373,AAPL,122.93
2025-10-30T23:30:32.134923,AAPL,126.95
2025-10-30T23:30:32.145905,AAPL,126.96
2025-10-30T23:30:32.156023,AAPL,123.32
2025-10-30T23:30:32.166206,AAPL,121.92
2025-10-30T23:30:32.176736,AAPL,121.83
2025-10-30T23:30:32.187176,AAPL,121.35
2025-10-30T23:30:32.197710,AAPL,116.82
2025-10-30T23:30:32.208293,AAPL,113.36
2025-10-30T23:30:32.219007,AAPL,110.98
2025-10-30T23:30:32.229527,AAPL,110.04
2025-10-30T23:30:32.240044,AAPL,108.44
2025-10-30T23:30:32.250677,AAPL,109.33
2025-10-30T23:30:32.261199,AAPL,109.64
2025-10-30T23:30:32.271780,AAPL,108.72
2025-10-30T23:30:32.282367,AAPL,109.62
2025-10-30T23:30:32.292890,AAPL,108.12
2025-10-30T23:30:32.303383,AAPL,107.19
2025-10-30T23:30:32.314417,AAPL,109.91
2025-10-30T23:30:32.324968,AAPL,108.61
2025-10-30T23:30:32.335495,AAPL,111.28
2025-10-30T23:30:32.346139,AAPL,110.22
2025-10-30T23:30:32.356238,AAPL,112.45
2025-10-30T23:30:32.366749,AAPL,112.28
2025-10-30T23:30:32.377262,AAPL,110.41
2025-10-30T23:30:32.387789,AAPL,111.0
2025-10-30T23:30:32.398438,AAPL,110.01
2025-10-30T23:30:32.409006,AAPL,106.55
2025-10-30T23:30:32.419933,AAPL,109.06
2025-10-30T23:30:32.430464,AAPL,105.74
2025-10-30T23:30:32.441079,AAPL,104.11
2025-10-30T23:30:32.452094,AAPL,105.11
2025-10-30T23:30:32.462723,AAPL,105.94
2025-10-30T23:30:32.473655,AAPL,108.06
2025-10-30T23:30:32.484200,AAPL,108.25
2025-10-30T23:30:32.494842,AAPL,107.7
2025-10-30T23:30:32.505262,AAPL,109.6
2025-10-30T23:30:32.515693,AAPL,110.22
2025-10-30T23:30:32.526362,AAPL,107.7
2025-10-30T23:30:32.536963,AAPL,108.19
2025-10-30T23:30:32.547648,AAPL,108.42
2025-10-30T23:30:32.557990,AAPL,110.13
2025-10-30T23:30:32.568542,AAPL,110.44
2025-10-30T23:30:32.579092,AAPL,113.06
2025-10-30T23:30:32.589630,AAPL,111.07
2025-10-30T23:30:32.600191,AAPL,108.88
2025-10-30T23:30:32.610522,AAPL,110.01
2025-10-30T23:30:32.620788,AAPL,110.52
2025-10-30T23:30:32.631119,AAPL,109.78
2025-10-30T23:30:32.641650,AAPL,110.42
2025-10-30T23:30:32.652111,AAPL,111.45
2025-10-30T23:30:32.662648,AAPL,114.13
2025-10-30T23:30:32.673201,AAPL,112.94
2025-10-30T23:30:32.686167,AAPL,114.55
2025-10-30T23:30:32.696758,AAPL,117.65
2025-10-30T23:30:32.707334,AAPL,116.03
2025-10-30T23:30:32.718294,AAPL,115.38
2025-10-30T23:30:32.728566,AAPL,112.55
2025-10-30T23:30:32.739179,AAPL,112.76
2025-10-30T23:30:32.749992,AAPL,115.19
2025-10-30T23:30:32.760406,AAPL,112.71
2025-10-30T23:30:32.770966,AAPL,111.27
2025-10-30T23:30:32.781565,AAPL,115.92
2025-10-30T23:30:32.792160,AAPL,115.61
2025-10-30T23:30:32.802707,AAPL,114.86
2025-10-30T23:30:32.813643,AAPL,113.02
2025-10-30T23:30:32.824009,AAPL,111.53
2025-10-30T23:30:32.834535,AAPL,109.38
2025-10-30T23:30:32.845113,AAPL,109.65
2025-10-30T23:30:32.855594,AAPL,110.41
2025-10-30T23:30:32.866138,AAPL,112.0
2025-10-30T23:30:32.876662,AAPL,112.12
